result #	query	article title	article url	article description	Author	Date	total nr of results indicated by Google	Extra settings	
498	“digital divide” blogurl:freepress.net	can the state help rural communities in massachusetts bridge the ...	http://www.freepress.net/news/30868	will a massachusetts broadband initiative that will establish a "broadband institute" that would be composed of gubernatorial appointees and heads of agencies actually serve the public interest and needs of western mass. residents?	n/a	27/02/2008	99		
499	“digital divide” blogurl:freepress.net	Free Press Debunks Claims about Net Neutrality and Investment ...	http://www.freepress.net/node/73722	Once this basic protection is secured, we must move on to more challenging issues facing the broadband market -- like bridging the digital divide and promoting competition." Read Finding the Bottom Line: The Truth about Network ...	n/a	21/10/2009	99		
500	“digital divide” blogurl:freepress.net	lawmaker hopes to help rural cable users ease digital divide	http://www.freepress.net/news/27848	a state senator from western wisconsin will try to rewrite a controversial cable franchise bill to require providers to contribute up to $7.5 million to a new "digital divide" fund to make sure rural areas get the same services as ...	n/a	04/11/2007	99		
501	“digital divide” blogurl:freepress.net	binary america: split in two by a digital divide	http://www.freepress.net/news/24802	in a presidential election that's being fought as much online as off it -- all campaigns employ web strategies -- some say the candidates have generally ignored the issue of broadband accessibility in poor and rural areas.	n/a	22/07/2007	99		
502	“digital divide” blogurl:freepress.net	for poor, a gaping digital divide	http://www.freepress.net/node/41090	paula marie thought computers were just for important people. so she never logged on to the internet or googled anyone. "i didn't even know how to use a mouse," she said. read more.	Stevie Converse  	02/06/2008	99		
503	“digital divide” blogurl:freepress.net	a new kind of digital divide	http://www.freepress.net/news/20642	three years ago, windom, minnesota would have been the kind of town people feared would be left out of the digital revolution. but in 2005 it built its own digital network.	n/a	25/01/2007	99		
504	“digital divide” blogurl:freepress.net	initiative bridges rural ohio's digital divide	http://www.freepress.net/news/28660	when businesses didn't bring high-speed internet access to ohio's small towns, the ohio state university stepped in. with a few partners -- including high-tech companies and the state -- the university is getting small towns in ...	n/a	03/12/2007	99		
505	“digital divide” blogurl:freepress.net	minneapolis wi-fi system could close digital divide	http://www.freepress.net/news/17527	residential subscribers in minneapolis will be able to access the network for $19.95 a month. cable companies and dsl providers offer comparable speeds but at sometimes twice the money.	n/a	06/09/2006	99		
506	“digital divide” blogurl:freepress.net	china targets digital divide	http://www.freepress.net/news/26544	a large computer company has started bridging the digital divide between urban and rural citizens in china. its key feature is its software, dubbed "road to riches," that helps peasants search for agricultural information that will ...	n/a	27/09/2007	99		
507	“digital divide” blogurl:freepress.net	bbc backs better broadband to prevent digital divide	http://www.freepress.net/news/29075	the bbc is pushing for a faster broadband network to be built across britain. the bbc's director for future media and technology said he was concerned that without a next-generation network, britain would face a digital divide.	n/a	14/12/2007	99		
508	“digital divide” blogurl:freepress.net	Public Interest and Civil Rights Groups Speak Out Against ...	http://www.freepress.net/node/72697	But diversity is also about closing the digital divide: People of color, the poor, and rural Americans are far less likely to have high-speed Internet access at home or share in the benefits of broadband. Diversity is about creating ...	n/a	16/09/2009	99		
509	“digital divide” blogurl:freepress.net	bronx hearing airs details of digital divide	http://www.freepress.net/news/22595	the virtual reality is that there's a digital divide between those who have high-speed internet access and those who don't. that gap is widest in working-class, low-income communities like much of the bronx.	n/a	18/04/2007	99		
510	“digital divide” blogurl:freepress.net	world's digital divide is narrowing: study	http://www.freepress.net/news/15190	the digital divide is narrowing as citizens in emerging markets get online via computers and mobile phones, with some regions now on a par with developed nations, a ranking of web-savvy nations showed on wednesday.	n/a	27/04/2006	99		
511	“digital divide” blogurl:freepress.net	chicago holding two more hearings on digital divide this week	http://www.freepress.net/news/17795	chicago is in the final stages of issuing a rfp for the construction of a wireless internet access network that proposes to provide citywide internet access. the two remaining public hearings are this week.	n/a	20/09/2006	99		
512	“digital divide” blogurl:freepress.net	will free wi-fi close the digital divide?	http://www.freepress.net/news/17821	santa clara university is holding a hearing as part of a project to educate representatives from the region's underserved groups so that they can make well-informed policy recommendations about commissioning their own broadband ...	n/a	20/09/2006	99		
513	“digital divide” blogurl:freepress.net	no signs the digital divide is closing	http://www.freepress.net/news/24575	the digital divide is alive and well in california and may get worse unless policymakers take steps to address it, according to a new report.	n/a	13/07/2007	99		
514	“digital divide” blogurl:freepress.net	wi-fi way to shrink digital divide, say big city cios	http://www.freepress.net/news/21541	when it comes to deploying wireless infrastructure, city cios have more than difficult technology puzzles and political battles to solve. they also have to find a way to make their mayors' idealistic policies a reality.	n/a	06/03/2007	99		
515	“digital divide” blogurl:savetheinternet.com/blog	My Web Series Made Possible by Net Neutrality | Save the Internet	http://www.savetheinternet.com/blog/10/01/05/my-web-series-made-possible-net-neutrality	Al Franken Astroturf AT&T Comcast Congress digital divide FCC FCC NOI fcc rulemaking fcc rulemaking on net neutrality Free Press Summit free speech Genachoswki Genachowski Julius Genachowski national broadband plan Net Neutrality open ...	Ruth Livier  	05/01/2010	74		
516	“digital divide” blogurl:savetheinternet.com/blog	Civil Rights, Self-Representation, and the Fight for Open and ...	http://www.savetheinternet.com/blog/09/12/21/civil-rights-self-representation-and-fight-open-and-neutral-online-networks	... touting these open letters to Congress and the FCC from civil rights groups claiming that network neutrality was just a set of “burdensome regulations” that would distract from the “real issue” of closing the digital divide. ...	Malkia Cyril  	21/12/2009	74		
517	“digital divide” blogurl:savetheinternet.com/blog	Questions about Net Neutrality Opponents Still Can't Answer | Save ...	http://www.savetheinternet.com/blog/09/10/22/questions-about-net-neutrality-opponents-still-cant-answer	Second, the big incumbents opposed to Net Neutrality have for years earned extremely healthy profits but did not use this wealth to close the digital divide by lowering prices or building out to rural areas. In fact, there is an ominous ...	Adam Lynn  	22/10/2009	74		
518	“digital divide” blogurl:savetheinternet.com/blog	The Internet Must Not Become a Segregated Community | Save the ...	http://www.savetheinternet.com/blog/09/12/01/internet-must-not-become-segregated-community	A primary reason for the digital divide is that the cost of fully engaging in the online world is just too high for many in our communities. Broadband in the United States is among the slowest but most expensive of any industrialized ...	Malkia Cyril  	01/12/2009	74		
519	“digital divide” blogurl:savetheinternet.com/blog	Truth vs. Spam on Net Neutrality | Save the Internet	http://www.savetheinternet.com/blog/09/12/08/truth-vs-spam-net-neutrality	She blogs at SavetheInternet.com and StopBigMedia.com. Additionally, she writes a monthly media column for InTheseTimes.com, and writes articles about media consolidation, Net Neutrality and the digital divide for national publications. ...	Megan Tady  	08/12/2009	74		
520	“digital divide” blogurl:savetheinternet.com/blog	A New Tool for Putting Net Neutrality on the Map | Save the Internet	http://www.savetheinternet.com/blog/09/12/14/new-tool-putting-net-neutrality-map	She blogs at SavetheInternet.com and StopBigMedia.com. Additionally, she writes a monthly media column for InTheseTimes.com, and writes articles about media consolidation, Net Neutrality and the digital divide for national publications. ...	Megan Tady  	14/12/2009	74		
521	“digital divide” blogurl:savetheinternet.com/blog	Comcast Merger Bad for Consumers, Free Press and Parents ...	http://www.savetheinternet.com/blog/09/12/08/comcast-merger-bad-consumers-free-press-and-parents-television-council-say	She blogs at SavetheInternet.com and StopBigMedia.com. Additionally, she writes a monthly media column for InTheseTimes.com, and writes articles about media consolidation, Net Neutrality and the digital divide for national publications. ...	Megan Tady  	08/12/2009	74		
522	“digital divide” blogurl:savetheinternet.com/blog	Net Neutrality Preserves the Writers' Inkwell | Save the Internet	http://www.savetheinternet.com/blog/09/11/11/net-neutrality-preserves-writers%E2%80%99-inkwell	She blogs at SavetheInternet.com and StopBigMedia.com. Additionally, she writes a monthly media column for InTheseTimes.com, and writes articles about media consolidation, Net Neutrality and the digital divide for national publications. ...	Megan Tady  	11/11/2009	74		
